MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,date,day,TOTAL_COVID_TESTS
10472,Soundview,Bronx,2416,3557.44,67913.94,195,287.13,12.08,2020-11-02,169,NA
10473,Castle Hill/Clason Point/Soundview,Bronx,2357,3806.2,61925.28,142,229.31,11.75,2020-11-02,169,NA
10474,Hunts Point,Bronx,358,2878.26,12438.07,21,168.84,10.06,2020-11-02,169,NA
10475,Co-op City/Edenwald,Bronx,1965,4492.13,43743.21,180,411.49,12.56,2020-11-02,169,NA
11004,Bellerose/Douglaston-Little Neck,Queens,691,3683.65,18758.55,69,367.83,9.18,2020-11-02,169,NA
11101,Astoria (South)/Long Island City/Sunnyside,Queens,855,2428.69,35204.11,39,110.78,5.23,2020-11-02,169,NA
11102,Astoria (North),Queens,850,2604.73,32632.92,85,260.47,6.98,2020-11-02,169,NA
11103,Astoria (North)/Astoria (South),Queens,792,2164.78,36585.65,56,153.07,5.93,2020-11-02,169,NA
11104,Sunnyside,Queens,623,2514.56,24775.7,42,169.52,6.71,2020-11-02,169,NA
11105,Ditmars Steinway,Queens,659,1835.92,35894.88,44,122.58,5.34,2020-11-02,169,NA
11106,Astoria (South),Queens,895,2314.79,38664.4,57,147.42,6.64,2020-11-02,169,NA
11109,Long Island City,Queens,75,1479.1,5070.64,2,39.44,3.21,2020-11-02,169,NA
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,935,1535.1,60908.15,96,157.61,3.27,2020-11-02,169,NA
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2435,3317.78,73392.42,247,336.55,11.22,2020-11-02,169,NA
11204,Bensonhurst/Mapleton,Brooklyn,2808,3539.98,79322.45,153,192.88,12.84,2020-11-02,169,NA
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,973,2210.7,44013.21,51,115.87,6.21,2020-11-02,169,NA
11206,Williamsburg (South),Brooklyn,2108,2465.59,85496.61,157,183.63,7.1,2020-11-02,169,NA
11207,Cypress Hills/East New York,Brooklyn,2611,2928.55,89156.75,219,245.63,9.66,2020-11-02,169,NA
11208,Cypress Hills/East New York,Brooklyn,3003,3140.96,95607.69,252,263.58,11.33,2020-11-02,169,NA
11209,Bay Ridge/Fort Hamilton,Brooklyn,1530,2280.82,67081.12,119,177.4,6.7,2020-11-02,169,NA
11210,Flatlands/Midwood,Brooklyn,2377,3543.04,67089.29,151,225.07,12.33,2020-11-02,169,NA
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2877,2888.71,99594.67,139,139.57,6.97,2020-11-02,169,NA
11212,Ocean Hill-Brownsville,Brooklyn,2288,2874.73,79589.99,236,296.52,10.35,2020-11-02,169,NA
11213,Crown Heights (East),Brooklyn,1811,2810.98,64425.94,151,234.38,8.79,2020-11-02,169,NA
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,2080,2228.57,93333.46,190,203.57,8.42,2020-11-02,169,NA
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,816,1166.84,69932.3,47,67.21,3.09,2020-11-02,169,NA
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,997,1795.18,55537.72,76,136.84,5.03,2020-11-02,169,NA
11217,Boerum Hill/Park Slope,Brooklyn,763,1607.11,47476.67,86,181.14,4.3,2020-11-02,169,NA
11218,Kensington/Windsor Terrace,Brooklyn,2230,2941.7,75806.47,140,184.68,8.97,2020-11-02,169,NA
11219,Borough Park,Brooklyn,3898,4197.8,92858.07,245,263.84,13.53,2020-11-02,169,NA
11220,Sunset Park,Brooklyn,2228,2263.08,98450,168,170.65,8.41,2020-11-02,169,NA
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1738,2128.01,81672.44,149,182.44,6.54,2020-11-02,169,NA
11222,Greenpoint,Brooklyn,637,1752.45,36349.16,35,96.29,3.9,2020-11-02,169,NA
11223,Gravesend/Homecrest,Brooklyn,2862,3579.42,79957.11,143,178.85,11.71,2020-11-02,169,NA
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1556,3497.62,44487.34,219,492.27,10.52,2020-11-02,169,NA
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1434,2484.77,57711.49,143,247.78,7.43,2020-11-02,169,NA
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2784,2810.38,99061.32,308,310.92,9.1,2020-11-02,169,NA
11228,Bath Beach/Dyker Heights,Brooklyn,895,2024.2,44215.08,88,199.03,7.59,2020-11-02,169,NA
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,2352,2770.02,84909.16,158,186.08,9.68,2020-11-02,169,NA
11230,Midwood,Brooklyn,3626,4066.58,89165.77,238,266.92,11.47,2020-11-02,169,NA
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,538,1454.26,36994.7,35,94.61,3.78,2020-11-02,169,NA
11232,Sunset Park,Brooklyn,709,2507.86,28271.09,43,152.1,7.4,2020-11-02,169,NA
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1588,2201.11,72145.54,142,196.82,8.04,2020-11-02,169,NA
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2813,2951.58,95304.8,196,205.66,10.43,2020-11-02,169,NA
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2749,3456.12,79540.14,306,384.71,11.03,2020-11-02,169,NA
11236,Canarsie,Brooklyn,3237,3342.39,96846.99,306,315.96,11.84,2020-11-02,169,NA
11237,Bushwick/East Williamsburg,Brooklyn,1288,2540.65,50695.72,114,224.87,7.7,2020-11-02,169,NA
11238,Clinton Hill/Prospect Heights,Brooklyn,1021,1890.19,54015.79,104,192.54,4.35,2020-11-02,169,NA
11239,East New York,Brooklyn,617,4970.45,12413.37,90,725.02,12.65,2020-11-02,169,NA
11354,Flushing/Murray Hill,Queens,1569,2826.09,55518.32,303,545.77,8.44,2020-11-02,169,NA
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1707,2133.38,80013.97,171,213.71,7.84,2020-11-02,169,NA
11356,College Point,Queens,719,3082.83,23322.74,42,180.08,10.13,2020-11-02,169,NA
11357,Whitestone,Queens,1004,2511.53,39975.56,106,265.16,8.19,2020-11-02,169,NA
11358,Auburndale/Murray Hill,Queens,708,1992.04,35541.5,43,120.99,6.44,2020-11-02,169,NA
11360,Bayside (North),Queens,382,2025.11,18863.17,28,148.44,6.29,2020-11-02,169,NA
11361,Bayside (North)/Bayside (South),Queens,566,2023.45,27971.99,59,210.93,6.84,2020-11-02,169,NA
11362,Douglaston-Little Neck,Queens,385,2170.48,17738.01,36,202.95,7.19,2020-11-02,169,NA
11363,Douglaston-Little Neck,Queens,119,1662.24,7159.03,5,69.84,5.68,2020-11-02,169,NA
11364,Bayside (South)/Oakland Gardens,Queens,587,1698.37,34562.6,35,101.27,6.18,2020-11-02,169,NA
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,1076,2442.63,44050.79,69,156.64,8.3,2020-11-02,169,NA
11366,Fresh Meadows/Hillcrest,Queens,481,3491.23,13777.39,30,217.75,11.54,2020-11-02,169,NA
11367,Kew Gardens Hills/Pomonok,Queens,1387,3299.3,42039.24,68,161.75,10.33,2020-11-02,169,NA
11368,Corona/North Corona,Queens,5367,4809.39,111594.1,448,401.45,14.03,2020-11-02,169,NA
11369,Airport/East Elmhurst,Queens,1838,5040.83,36462.23,182,499.15,13.25,2020-11-02,169,NA
11370,Jackson Heights/Rikers Island,Queens,1544,4713.26,32758.65,64,195.37,13.3,2020-11-02,169,NA
11372,Jackson Heights,Queens,3030,4843.13,62562.88,263,420.38,12.05,2020-11-02,169,NA
11373,Elmhurst,Queens,3803,4094.72,92875.81,299,321.94,11.5,2020-11-02,169,NA
11374,Rego Park,Queens,1403,3336.69,42047.63,101,240.2,9.89,2020-11-02,169,NA
11375,Forest Hills,Queens,1864,2641.99,70552.99,186,263.63,7.96,2020-11-02,169,NA
11377,Woodside,Queens,2747,3176.88,86468.55,197,227.83,8.99,2020-11-02,169,NA
11378,Maspeth,Queens,922,2665.24,34593.45,74,213.91,8.37,2020-11-02,169,NA
11379,Middle Village,Queens,1001,2765.53,36195.55,102,281.8,8.51,2020-11-02,169,NA
11385,Glendale/Ridgewood,Queens,2767,2688.24,102929.91,144,139.9,9.19,2020-11-02,169,NA
11411,Cambria Heights,Queens,771,3762.03,20494.26,50,243.97,13.88,2020-11-02,169,NA
11412,St. Albans,Queens,1398,3553.01,39346.92,90,228.73,12.65,2020-11-02,169,NA
11413,Laurelton/Rosedale,Queens,1497,3429.71,43647.97,104,238.27,12.74,2020-11-02,169,NA
11414,Hamilton Beach/Howard Beach/Lindenwood,Queens,976,3452.97,28265.56,63,222.89,11.67,2020-11-02,169,NA
11415,Kew Gardens,Queens,678,3524.96,19234.25,53,275.55,9.68,2020-11-02,169,NA
11416,Ozone Park,Queens,911,3422.96,26614.42,57,214.17,12.54,2020-11-02,169,NA
11417,Ozone Park,Queens,1042,3332.2,31270.63,49,156.7,11.03,2020-11-02,169,NA
11418,Richmond Hill,Queens,1314,3448.35,38105.16,106,278.18,12.08,2020-11-02,169,NA
11419,Richmond Hill/South Ozone Park,Queens,1437,2826.03,50848.81,99,194.69,12.43,2020-11-02,169,NA
11420,South Ozone Park,Queens,1626,3358.41,48415.71,108,223.07,13.34,2020-11-02,169,NA
11421,Woodhaven,Queens,1461,3461.31,42209.49,103,244.02,12.71,2020-11-02,169,NA
11422,Rosedale,Queens,1119,3318.35,33721.62,67,198.69,12.35,2020-11-02,169,NA
11423,Hollis/Holliswood,Queens,1274,3976.14,32041.14,108,337.07,13.15,2020-11-02,169,NA
11426,Bellerose,Queens,592,2907.19,20363.28,34,166.97,11.2,2020-11-02,169,NA
11427,Bellerose/Hollis Hills/Holliswood,Queens,907,3907.4,23212.38,52,224.02,12.24,2020-11-02,169,NA
11428,Queens Village,Queens,759,3927.06,19327.45,55,284.57,13.54,2020-11-02,169,NA
11429,Queens Village,Queens,1119,3991.25,28036.33,76,271.08,12.86,2020-11-02,169,NA
11432,Hillcrest/Jamaica Estates/Jamaica Hills,Queens,2282,3611.02,63195.4,260,411.42,12.34,2020-11-02,169,NA
11433,Jamaica,Queens,1117,3099.7,36035.76,81,224.78,11.37,2020-11-02,169,NA
11434,Airport/South Jamaica/Springfield Gardens/St. Albans,Queens,2367,3504.79,67536.11,201,297.62,12.33,2020-11-02,169,NA
11435,Briarwood/Jamaica,Queens,1988,3447.57,57663.84,150,260.13,12.25,2020-11-02,169,NA
11436,South Jamaica/South Ozone Park,Queens,625,3003.74,20807.42,47,225.88,11.99,2020-11-02,169,NA
11691,Edgemere/Far Rockaway,Queens,3178,4907.42,64759.02,379,585.25,13.34,2020-11-02,169,NA
11692,Arverne/Edgemere,Queens,749,3722.62,20120.24,95,472.16,10.9,2020-11-02,169,NA
11693,Arverne/Broad Channel,Queens,378,3053,12381.27,29,234.22,10.62,2020-11-02,169,NA
11694,Belle Harbor-Neponsit/Rockaway Park,Queens,843,4141.33,20355.78,90,442.13,11.6,2020-11-02,169,NA
11697,Breezy Point,Queens,128,3619.2,3536.69,5,141.38,6.53,2020-11-02,169,NA
10001,Chelsea/NoMad/West Chelsea,Manhattan,485,2058.31,23563.03,28,118.83,4.56,2020-11-03,170,NA
10002,Chinatown/Lower East Side,Manhattan,1486,1936.02,76755.41,160,208.45,5.75,2020-11-03,170,NA
10003,East Village/Gramercy/Greenwich Village,Manhattan,740,1375.42,53801.62,35,65.05,2.72,2020-11-03,170,NA
10004,Financial District,Manhattan,60,1643.56,3650.61,1,27.39,4.06,2020-11-03,170,NA
10005,Financial District,Manhattan,121,1441.14,8396.11,2,23.82,3.61,2020-11-03,170,NA
10006,Financial District,Manhattan,53,1532.78,3457.77,0,0,4.05,2020-11-03,170,NA
10007,TriBeCa,Manhattan,96,1163.67,8249.73,3,36.36,2.9,2020-11-03,170,NA
10009,Alphabet City/East Village/Stuyvesant Town-Cooper Village,Manhattan,986,1678.36,58747.99,70,119.15,4.13,2020-11-03,170,NA
10010,Flatiron/Gramercy/Kips Bay,Manhattan,429,1325.23,32371.86,19,58.69,2.77,2020-11-03,170,NA
10011,Chelsea,Manhattan,766,1547.46,49500.52,43,86.87,3.54,2020-11-03,170,NA
10012,Greenwich Village/SoHo,Manhattan,332,1384.42,23981.2,9,37.53,2.97,2020-11-03,170,NA
10013,Hudson Square/Little Italy/SoHo/TriBeCa,Manhattan,382,1315.83,29031.09,22,75.78,2.84,2020-11-03,170,NA
10014,Hudson Square/Meatpacking District/West Village,Manhattan,480,1546.23,31043.16,29,93.42,3.38,2020-11-03,170,NA
10016,Kips Bay/Murray Hill/NoMad,Manhattan,986,1877.22,52524.35,49,93.29,4.3,2020-11-03,170,NA
10017,East Midtown/Murray Hill,Manhattan,210,1302.15,16127.22,8,49.61,3.33,2020-11-03,170,NA
10018,Hell's Kitchen/Midtown Manhattan,Manhattan,232,2434.05,9531.44,6,62.95,6.17,2020-11-03,170,NA
10019,Hell's Kitchen/Midtown Manhattan,Manhattan,803,1976.3,40631.45,43,105.83,4.23,2020-11-03,170,NA
10021,Lenox Hill/Upper East Side,Manhattan,754,1706.82,44175.61,65,147.14,3.99,2020-11-03,170,NA
10022,East Midtown,Manhattan,478,1575.75,30334.8,33,108.79,3.82,2020-11-03,170,NA
10023,Lincoln Square,Manhattan,779,1292.41,60274.81,54,89.59,3.31,2020-11-03,170,NA
10024,Upper West Side,Manhattan,958,1670.8,57337.68,75,130.8,3.83,2020-11-03,170,NA
10025,Manhattan Valley/Morningside Heights/Upper West Side,Manhattan,1763,1909.38,92333.47,182,197.11,4.11,2020-11-03,170,NA
10026,Central Harlem (South),Manhattan,850,2178.48,39018.03,50,128.15,6.25,2020-11-03,170,NA
10027,Central Harlem (South)/Morningside Heights/West Harlem,Manhattan,1313,2063.46,63631.04,117,183.87,5.52,2020-11-03,170,NA
10028,Upper East Side/Yorkville,Manhattan,656,1334.55,49155.08,34,69.17,3.68,2020-11-03,170,NA
10029,East Harlem,Manhattan,2248,2851.29,78841.52,212,268.89,7.96,2020-11-03,170,NA
10030,Central Harlem (North),Manhattan,633,2158.8,29321.91,58,197.8,6.81,2020-11-03,170,NA
10031,Hamilton Heights/West Harlem,Manhattan,1736,2866.72,60556.93,136,224.58,8.51,2020-11-03,170,NA
10032,Washington Heights (South),Manhattan,1953,3175.99,61492.57,175,284.59,8.99,2020-11-03,170,NA
10033,Washington Heights (North)/Washington Heights (South),Manhattan,1720,2904.89,59210.43,123,207.73,8.57,2020-11-03,170,NA
10034,Inwood/Washington Heights (North),Manhattan,997,2314.64,43073.65,72,167.16,7.43,2020-11-03,170,NA
10035,East Harlem,Manhattan,1214,3526.34,34426.65,137,397.95,8.83,2020-11-03,170,NA
10036,Hell's Kitchen/Midtown Manhattan,Manhattan,600,2289.09,26211.25,40,152.61,4.9,2020-11-03,170,NA
10037,Central Harlem (North)/East Harlem,Manhattan,627,3036.38,20649.62,66,319.62,8.41,2020-11-03,170,NA
10038,Chinatown/Financial District,Manhattan,374,1696.3,22047.96,28,127,4.46,2020-11-03,170,NA
10039,Central Harlem (North)/Washington Heights (South),Manhattan,664,2509.68,26457.52,66,249.46,8.08,2020-11-03,170,NA
10040,Washington Heights (North),Manhattan,1417,3162.36,44808.28,121,270.04,8.81,2020-11-03,170,NA
10044,Roosevelt Island,Manhattan,280,2393.1,11700.29,36,307.68,6.83,2020-11-03,170,NA
10065,Lenox Hill/Upper East Side,Manhattan,442,1520.91,29061.49,28,96.35,3.38,2020-11-03,170,NA
10069,Lincoln Square,Manhattan,85,1341.09,6338.13,2,31.56,2.89,2020-11-03,170,NA
10075,Lenox Hill/Upper East Side,Manhattan,509,2153.66,23634.14,48,203.1,4.68,2020-11-03,170,NA
10128,Upper East Side/Yorkville,Manhattan,835,1361,61351.93,42,68.46,3.41,2020-11-03,170,NA
10280,Battery Park City,Manhattan,72,748.54,9618.7,0,0,2.55,2020-11-03,170,NA
10282,Battery Park City,Manhattan,89,1613.65,5515.44,14,253.83,4.87,2020-11-03,170,NA
10301,Silver Lake/St. George,Staten Island,1497,3779.01,39613.55,108,272.63,10.6,2020-11-03,170,NA
10302,Elm Park,Staten Island,762,4058.81,18773.99,32,170.45,12.69,2020-11-03,170,NA
10303,Graniteville/Mariner's Harbor/Port Ivory,Staten Island,1030,3926.55,26231.66,48,182.99,11.87,2020-11-03,170,NA
10304,New Dorp/Todt Hill,Staten Island,1704,4014.26,42448.71,182,428.75,11.19,2020-11-03,170,NA
10305,Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze,Staten Island,1584,3721.72,42560.99,81,190.32,11.4,2020-11-03,170,NA
10306,Lighthouse Hill/Midland Beach/New Dorp/Oakwood,Staten Island,1832,3412.46,53685.66,84,156.47,9.69,2020-11-03,170,NA
10307,Tottenville,Staten Island,486,3194.31,15214.56,15,98.59,10.59,2020-11-03,170,NA
10308,Great Kills,Staten Island,845,2851.33,29635.33,29,97.86,9.43,2020-11-03,170,NA
10309,Charleston/Prince's Bay/Woodrow,Staten Island,1077,3263.14,33004.98,33,99.98,10.21,2020-11-03,170,NA
10310,Port Richmond/Randall Manor/West Brighton,Staten Island,879,3682.3,23870.96,35,146.62,10.49,2020-11-03,170,NA
10312,Annadale/Rossville,Staten Island,1954,3240.23,60304.33,61,101.15,10.13,2020-11-03,170,NA
10314,Bloomfield/Freshkills Park,Staten Island,3341,3678.13,90834.29,205,225.69,10.9,2020-11-03,170,NA
10451,Concourse/Melrose,Bronx,1901,3983.76,47718.77,155,324.82,10.84,2020-11-03,170,NA
10452,Concourse/Highbridge,Bronx,3076,3992.99,77035.04,178,231.06,11.75,2020-11-03,170,NA
10453,Morris Heights/Mount Hope/University Heights,Bronx,3027,3728.57,81184.04,170,209.4,11.95,2020-11-03,170,NA
10454,Mott Haven/Port Morris,Bronx,1361,3560.64,38223.41,108,282.55,10.79,2020-11-03,170,NA
10455,Mott Haven,Bronx,1597,3786.66,42174.38,112,265.56,11.45,2020-11-03,170,NA
10456,Claremont/Morrisania,Bronx,3083,3299.38,93441.91,298,318.91,10.47,2020-11-03,170,NA
10457,Belmont/Claremont/Mount Hope/Tremont,Bronx,2697,3611.16,74685.06,190,254.4,11.03,2020-11-03,170,NA
10458,Belmont/Fordham University/Kingsbridge,Bronx,2702,3224.05,83807.74,133,158.7,10.84,2020-11-03,170,NA
10459,Charlotte Gardens/Hunts Point,Bronx,1858,3842.45,48354.56,167,345.37,10.83,2020-11-03,170,NA
10460,Charlotte Gardens/Tremont/Van Nest/West Farms,Bronx,2057,3424.15,60073.25,132,219.73,11.15,2020-11-03,170,NA
10461,Morris Park/Pelham Bay/Westchester Square,Bronx,2159,4363.42,49479.56,141,284.97,11.52,2020-11-03,170,NA
10462,Parkchester/Pelham Parkway/Van Nest/Westchester Square,Bronx,2805,3627.2,77332.41,187,241.81,10.95,2020-11-03,170,NA
10463,Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil,Bronx,2471,3466.25,71287.33,221,310.01,9.28,2020-11-03,170,NA
10464,City Island,Bronx,141,3239.03,4353.16,9,206.75,9.19,2020-11-03,170,NA
10465,Country Club/Throgs Neck,Bronx,1760,4090.13,43030.43,92,213.8,11.23,2020-11-03,170,NA
10466,Edenwald/Wakefield,Bronx,2769,3836.95,72166.65,175,242.49,12.48,2020-11-03,170,NA
10467,Allerton/Norwood/Pelham Parkway/Williamsbridge,Bronx,4132,4099.86,100784.05,340,337.35,11.56,2020-11-03,170,NA
10468,Fordham/Kingsbridge/University Heights,Bronx,3397,4430.03,76681.12,226,294.73,12.37,2020-11-03,170,NA
10469,Allerton/Baychester/Pelham Gardens/Williamsbridge,Bronx,3418,4779.87,71508.25,374,523.02,13.21,2020-11-03,170,NA
10470,Wakefield/Woodlawn,Bronx,530,3757.86,14103.75,22,155.99,11.16,2020-11-03,170,NA
10471,Fieldston/North Riverdale/Riverdale,Bronx,923,4344.09,21247.28,89,418.88,8.94,2020-11-03,170,NA
10472,Soundview,Bronx,2421,3564.81,67913.94,195,287.13,12.06,2020-11-03,170,NA
10473,Castle Hill/Clason Point/Soundview,Bronx,2367,3822.35,61925.28,142,229.31,11.75,2020-11-03,170,NA
10474,Hunts Point,Bronx,358,2878.26,12438.07,21,168.84,10.03,2020-11-03,170,NA
10475,Co-op City/Edenwald,Bronx,1967,4496.7,43743.21,180,411.49,12.53,2020-11-03,170,NA
11004,Bellerose/Douglaston-Little Neck,Queens,693,3694.31,18758.55,69,367.83,9.18,2020-11-03,170,NA
11101,Astoria (South)/Long Island City/Sunnyside,Queens,859,2440.06,35204.11,39,110.78,5.23,2020-11-03,170,NA
11102,Astoria (North),Queens,854,2616.99,32632.92,85,260.47,6.98,2020-11-03,170,NA
11103,Astoria (North)/Astoria (South),Queens,793,2167.52,36585.65,56,153.07,5.92,2020-11-03,170,NA
11104,Sunnyside,Queens,626,2526.67,24775.7,42,169.52,6.71,2020-11-03,170,NA
11105,Ditmars Steinway,Queens,665,1852.63,35894.88,44,122.58,5.37,2020-11-03,170,NA
11106,Astoria (South),Queens,900,2327.72,38664.4,57,147.42,6.66,2020-11-03,170,NA
11109,Long Island City,Queens,75,1479.1,5070.64,2,39.44,3.19,2020-11-03,170,NA
11201,Brooklyn Heights/DUMBO/Downtown Brooklyn,Brooklyn,941,1544.95,60908.15,96,157.61,3.29,2020-11-03,170,NA
11203,East Flatbush (North)/East Flatbush (South),Brooklyn,2434,3316.42,73392.42,247,336.55,11.17,2020-11-03,170,NA
11204,Bensonhurst/Mapleton,Brooklyn,2820,3555.11,79322.45,153,192.88,12.81,2020-11-03,170,NA
11205,Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene,Brooklyn,975,2215.24,44013.21,51,115.87,6.2,2020-11-03,170,NA
11206,Williamsburg (South),Brooklyn,2112,2470.27,85496.61,157,183.63,7.1,2020-11-03,170,NA
11207,Cypress Hills/East New York,Brooklyn,2616,2934.16,89156.75,219,245.63,9.65,2020-11-03,170,NA
11208,Cypress Hills/East New York,Brooklyn,3011,3149.33,95607.69,252,263.58,11.31,2020-11-03,170,NA
11209,Bay Ridge/Fort Hamilton,Brooklyn,1533,2285.29,67081.12,119,177.4,6.69,2020-11-03,170,NA
11210,Flatlands/Midwood,Brooklyn,2382,3550.49,67089.29,151,225.07,12.31,2020-11-03,170,NA
11211,East Williamsburg/Williamsburg (North)/Williamsburg (South),Brooklyn,2885,2896.74,99594.67,139,139.57,6.96,2020-11-03,170,NA
11212,Ocean Hill-Brownsville,Brooklyn,2289,2875.99,79589.99,236,296.52,10.32,2020-11-03,170,NA
11213,Crown Heights (East),Brooklyn,1824,2831.16,64425.94,151,234.38,8.82,2020-11-03,170,NA
11214,Bath Beach/Bensonhurst/Gravesend,Brooklyn,2092,2241.43,93333.46,190,203.57,8.41,2020-11-03,170,NA
11215,Gowanus/Park Slope/Windsor Terrace,Brooklyn,821,1173.99,69932.3,47,67.21,3.1,2020-11-03,170,NA
11216,Bedford-Stuyvesant (West)/Crown Heights (West),Brooklyn,1000,1800.58,55537.72,76,136.84,5.04,2020-11-03,170,NA
11217,Boerum Hill/Park Slope,Brooklyn,766,1613.42,47476.67,86,181.14,4.31,2020-11-03,170,NA
11218,Kensington/Windsor Terrace,Brooklyn,2235,2948.3,75806.47,140,184.68,8.95,2020-11-03,170,NA
11219,Borough Park,Brooklyn,3913,4213.96,92858.07,246,264.92,13.53,2020-11-03,170,NA
11220,Sunset Park,Brooklyn,2232,2267.14,98450,168,170.65,8.39,2020-11-03,170,NA
11221,Bedford-Stuyvesant (East)/Bushwick,Brooklyn,1740,2130.46,81672.44,149,182.44,6.54,2020-11-03,170,NA
11222,Greenpoint,Brooklyn,638,1755.2,36349.16,35,96.29,3.89,2020-11-03,170,NA
11223,Gravesend/Homecrest,Brooklyn,2874,3594.43,79957.11,144,180.1,11.71,2020-11-03,170,NA
11224,Brighton Beach/Coney Island/Seagate,Brooklyn,1561,3508.86,44487.34,219,492.27,10.52,2020-11-03,170,NA
11225,Crown Heights (West)/Prospect Lefferts Gardens,Brooklyn,1435,2486.51,57711.49,143,247.78,7.41,2020-11-03,170,NA
11226,Flatbush/Prospect Lefferts Gardens,Brooklyn,2789,2815.43,99061.32,308,310.92,9.09,2020-11-03,170,NA
11228,Bath Beach/Dyker Heights,Brooklyn,897,2028.72,44215.08,88,199.03,7.57,2020-11-03,170,NA
11229,Gerritsen Beach/Homecrest/Sheepshead Bay,Brooklyn,2360,2779.44,84909.16,158,186.08,9.67,2020-11-03,170,NA
11230,Midwood,Brooklyn,3646,4089.01,89165.77,239,268.04,11.5,2020-11-03,170,NA
11231,Carroll Gardens/Cobble Hill/Red Hook,Brooklyn,539,1456.97,36994.7,35,94.61,3.78,2020-11-03,170,NA
11232,Sunset Park,Brooklyn,714,2525.55,28271.09,43,152.1,7.44,2020-11-03,170,NA
11233,Bedford-Stuyvesant (East)/Ocean Hill-Brownsville,Brooklyn,1596,2212.19,72145.54,143,198.21,8.05,2020-11-03,170,NA
11234,Bergen Beach/Flatlands/Marine Park/Mill Basin,Brooklyn,2823,2962.08,95304.8,196,205.66,10.43,2020-11-03,170,NA
11235,Brighton Beach/Manhattan Beach/Sheepshead Bay,Brooklyn,2757,3466.17,79540.14,307,385.97,11.01,2020-11-03,170,NA
11236,Canarsie,Brooklyn,3241,3346.52,96846.99,306,315.96,11.82,2020-11-03,170,NA
11237,Bushwick/East Williamsburg,Brooklyn,1294,2552.48,50695.72,114,224.87,7.71,2020-11-03,170,NA
11238,Clinton Hill/Prospect Heights,Brooklyn,1024,1895.74,54015.79,104,192.54,4.35,2020-11-03,170,NA
11239,East New York,Brooklyn,618,4978.5,12413.37,90,725.02,12.64,2020-11-03,170,NA
11354,Flushing/Murray Hill,Queens,1573,2833.3,55518.32,303,545.77,8.44,2020-11-03,170,NA
11355,Flushing/Murray Hill/Queensboro Hill,Queens,1712,2139.63,80013.97,171,213.71,7.83,2020-11-03,170,NA
11356,College Point,Queens,724,3104.27,23322.74,42,180.08,10.15,2020-11-03,170,NA
11357,Whitestone,Queens,1007,2519.04,39975.56,106,265.16,8.18,2020-11-03,170,NA
11358,Auburndale/Murray Hill,Queens,712,2003.29,35541.5,43,120.99,6.44,2020-11-03,170,NA
11360,Bayside (North),Queens,383,2030.41,18863.17,28,148.44,6.27,2020-11-03,170,NA
11361,Bayside (North)/Bayside (South),Queens,567,2027.03,27971.99,59,210.93,6.82,2020-11-03,170,NA
11362,Douglaston-Little Neck,Queens,385,2170.48,17738.01,36,202.95,7.15,2020-11-03,170,NA
11363,Douglaston-Little Neck,Queens,119,1662.24,7159.03,5,69.84,5.65,2020-11-03,170,NA
11364,Bayside (South)/Oakland Gardens,Queens,591,1709.94,34562.6,35,101.27,6.18,2020-11-03,170,NA
11365,Auburndale/Fresh Meadows/Pomonok/Utopia,Queens,1077,2444.9,44050.79,69,156.64,8.27,2020-11-03,170,NA
11366,Fresh Meadows/Hillcrest,Queens,481,3491.23,13777.39,30,217.75,11.48,2020-11-03,170,NA
11367,Kew Gardens Hills/Pomonok,Queens,1395,3318.33,42039.24,68,161.75,10.34,2020-11-03,170,NA
11368,Corona/North Corona,Queens,5375,4816.56,111594.1,448,401.45,13.98,2020-11-03,170,NA
11369,Airport/East Elmhurst,Queens,1847,5065.52,36462.23,182,499.15,13.24,2020-11-03,170,NA
11370,Jackson Heights/Rikers Island,Queens,1545,4716.31,32758.65,64,195.37,13.28,2020-11-03,170,NA
